Unit,headcode,origin_loc,origin_dep_dt
158759,1B09,BLCKPLN,30/03/2016 06:11
158901,1B10,YORK,30/03/2016 06:20
158755,1B11,BLCKPLN,30/03/2016 07:11
158752,1B12,YORK,30/03/2016 07:18
158906,1B13,BLCKPLN,30/03/2016 08:11
158815,1B14,YORK,30/03/2016 08:27
158904,1B15,BLCKPLN,30/03/2016 09:11
158759,1B16,YORK,30/03/2016 09:18
158901,1B17,BLCKPLN,30/03/2016 10:11
158755,1B18,YORK,30/03/2016 10:27
158752,1B19,BLCKPLN,30/03/2016 11:11
158906,1B20,YORK,30/03/2016 11:18
158815,1B21,BLCKPLN,30/03/2016 12:11
156459,1C51,MNCROXR,30/03/2016 08:31
156461,1C51,MNCROXR,30/03/2016 08:31
156459,1C51,PRST,30/03/2016 09:27
156461,1C52,LANCSTR,30/03/2016 12:01
319368,1F05,PRST,30/03/2016 07:30
319377,1F06,PRST,30/03/2016 08:30
319386,1F07,PRST,30/03/2016 09:30
319368,1F08,PRST,30/03/2016 10:30
319377,1F09,PRST,30/03/2016 11:30
319382,1F92,MNCRIAP,30/03/2016 07:35
319369,1F93,MNCRIAP,30/03/2016 08:40
319361,1F94,MNCRIAP,30/03/2016 09:40
319382,1F95,MNCRIAP,30/03/2016 10:40
319369,1F96,MNCRIAP,30/03/2016 11:40
319369,1H43,LVRPLSH,30/03/2016 07:16
319361,1H44,LVRPLSH,30/03/2016 08:16
319382,1H45,LVRPLSH,30/03/2016 09:16
319369,1H46,LVRPLSH,30/03/2016 10:16
319363,1H47,LVRPLSH,30/03/2016 11:16
319382,1H48,LVRPLSH,30/03/2016 12:16
158794,1J22,BRDLNGT,30/03/2016 07:12
158860,1J23,BRDLNGT,30/03/2016 08:08
158909,1J24,BRDLNGT,30/03/2016 09:05
158844,1J25,BRDLNGT,30/03/2016 10:11
158816,1J26,BRDLNGT,30/03/2016 11:11
158851,1J27,SCARBRO,30/03/2016 11:28
158903,1L74,RTFD,30/03/2016 07:01
158791,1L75,LEEDS,30/03/2016 07:40
158791,1L76,SHEFFLD,30/03/2016 08:50
158861,1L77,LEEDS,30/03/2016 08:40
158861,1L78,SHEFFLD,30/03/2016 09:50
158850,1L79,LEEDS,30/03/2016 09:40
158850,1L80,SHEFFLD,30/03/2016 10:50
158842,1L81,LEEDS,30/03/2016 10:40
158842,1L82,SHEFFLD,30/03/2016 11:50
158902,1L83,LEEDS,30/03/2016 11:40
158784,1M53,LEEDS,30/03/2016 09:47
156459,1N31,BAROW,30/03/2016 11:13
156426,1N56,MNCRIAP,30/03/2016 08:25
156440,1N56,MNCRIAP,30/03/2016 08:25
156425,1N59,MNCRIAP,30/03/2016 10:29
156482,1N59,MNCRIAP,30/03/2016 10:29
319386,1N81,LVRPLSH,30/03/2016 08:28
319368,1N82,LVRPLSH,30/03/2016 09:28
319377,1N83,LVRPLSH,30/03/2016 10:28
319386,1N84,ALERTN,30/03/2016 11:03
319368,1N85,ALERTN,30/03/2016 12:03
142003,1U01,SOUTHPT,30/03/2016 07:19
142060,1U01,SOUTHPT,30/03/2016 07:19
150112,1U01,SOUTHPT,30/03/2016 07:19
156459,1U54,BLCKPLN,30/03/2016 07:17
156461,1U54,BLCKPLN,30/03/2016 07:17
156425,1U57,BLCKPLN,30/03/2016 08:40
156482,1U57,BLCKPLN,30/03/2016 08:40
156426,1U61,BLCKPLN,30/03/2016 10:40
156440,1U61,BLCKPLN,30/03/2016 10:40
158816,1W28,SHEFFLD,30/03/2016 08:41
158794,1W32,SHEFFLD,30/03/2016 09:41
158860,1W34,SHEFFLD,30/03/2016 10:41
158909,1W36,SHEFFLD,30/03/2016 11:41
158850,1Y08,NTNG,30/03/2016 07:12
158902,1Y09,LEEDS,30/03/2016 07:05
158845,1Y12,NTNG,30/03/2016 08:18
158792,1Y13,LEEDS,30/03/2016 08:05
158902,1Y16,NTNG,30/03/2016 09:17
158903,1Y17,LEEDS,30/03/2016 09:05
158792,1Y20,NTNG,30/03/2016 10:17
158791,1Y21,LEEDS,30/03/2016 10:05
158903,1Y24,NTNG,30/03/2016 11:17
158861,1Y25,LEEDS,30/03/2016 11:05
158791,1Y28,NTNG,30/03/2016 12:17
158850,1Y29,LEEDS,30/03/2016 12:05
142086,2A02,NWCSTLE,30/03/2016 08:02
142086,2A03,MRPTHRP,30/03/2016 08:49
142038,2A04,SOUTHPT,30/03/2016 08:23
150274,2A04,SOUTHPT,30/03/2016 08:23
156480,2A04,NWCSTLE,30/03/2016 09:15
150211,2A06,SOUTHPT,30/03/2016 09:24
156424,2A06,SOUTHPT,30/03/2016 09:24
142086,2A06,GTSHDMC,30/03/2016 10:02
142086,2A07,MRPTHRP,30/03/2016 10:49
150138,2A08,SOUTHPT,30/03/2016 10:23
156428,2A08,SOUTHPT,30/03/2016 10:23
156443,2A09,MRPTHRP,30/03/2016 11:49
142003,2A10,SOUTHPT,30/03/2016 11:23
142060,2A10,SOUTHPT,30/03/2016 11:23
150112,2A10,SOUTHPT,30/03/2016 11:23
156443,2A12,GTSHDMC,30/03/2016 11:02
150140,2A12,SOUTHPT,30/03/2016 12:23
156483,2A12,SOUTHPT,30/03/2016 12:23
142086,2A14,GTSHDMC,30/03/2016 12:03
156475,2A52,SBRN,30/03/2016 06:24
142090,2A54,SBRN,30/03/2016 07:25
319371,2A63,MNCRIAP,30/03/2016 08:46
319371,2A64,MNCRIAP,30/03/2016 09:46
319371,2A65,MNCRIAP,30/03/2016 10:46
319371,2A66,MNCRIAP,30/03/2016 11:46
319371,2A73,MNCRPIC,30/03/2016 08:14
319371,2A74,MNCRPIC,30/03/2016 09:14
319371,2A75,MNCRPIC,30/03/2016 10:14
319371,2A76,MNCRPIC,30/03/2016 11:14
319371,2A77,MNCRPIC,30/03/2016 12:14
323232,2A82,ALDEDGE,30/03/2016 07:53
323226,2A83,CREWE,30/03/2016 08:31
323223,2A84,CREWE,30/03/2016 09:34
323237,2A85,CREWE,30/03/2016 10:34
323229,2A86,CREWE,30/03/2016 11:34
323229,2A92,MNCRPIC,30/03/2016 07:46
323232,2A93,MNCRPIC,30/03/2016 08:46
323226,2A94,MNCRPIC,30/03/2016 09:46
323223,2A95,MNCRPIC,30/03/2016 10:46
323237,2A96,MNCRPIC,30/03/2016 11:46
322481,2B07,LEEDS,30/03/2016 08:21
321902,2B08,DONC,30/03/2016 08:26
321902,2B09,LEEDS,30/03/2016 09:21
322481,2B10,DONC,30/03/2016 09:26
322481,2B11,LEEDS,30/03/2016 10:21
321902,2B12,DONC,30/03/2016 10:26
321902,2B13,LEEDS,30/03/2016 11:21
322481,2B14,DONC,30/03/2016 11:26
322481,2B15,LEEDS,30/03/2016 12:21
144016,2B33,HDRSFLD,30/03/2016 07:10
144017,2B35,HDRSFLD,30/03/2016 08:08
144021,2B36,SHEFFLD,30/03/2016 07:36
144021,2B37,HDRSFLD,30/03/2016 09:13
144016,2B38,SHEFFLD,30/03/2016 08:36
144016,2B39,HDRSFLD,30/03/2016 10:13
144017,2B40,SHEFFLD,30/03/2016 09:36
144017,2B41,HDRSFLD,30/03/2016 11:13
144021,2B42,SHEFFLD,30/03/2016 10:36
144021,2B43,HDRSFLD,30/03/2016 12:13
144016,2B44,SHEFFLD,30/03/2016 11:36
150203,2C08,LEEDS,30/03/2016 07:14
144001,2C09,KNRSBGH,30/03/2016 07:42
150275,2C09,KNRSBGH,30/03/2016 07:42
158816,2C11,HULL,30/03/2016 06:41
150144,2C11,HAGT,30/03/2016 08:15
150224,2C11,HAGT,30/03/2016 08:15
153330,2C12,LEEDS,30/03/2016 08:01
155345,2C12,LEEDS,30/03/2016 08:01
158784,2C13,YORK,30/03/2016 07:54
150137,2C14,LEEDS,30/03/2016 08:30
150143,2C14,LEEDS,30/03/2016 08:30
158843,2C15,BRDLNGT,30/03/2016 06:44
150203,2C15,YORK,30/03/2016 08:47
153358,2C16,LEEDS,30/03/2016 08:59
155346,2C16,LEEDS,30/03/2016 08:59
142093,2C17,YORK,30/03/2016 09:11
158843,2C18,DONC,30/03/2016 08:55
144001,2C18,LEEDS,30/03/2016 09:29
150275,2C18,LEEDS,30/03/2016 09:29
153358,2C19,KNRSBGH,30/03/2016 10:06
155346,2C19,KNRSBGH,30/03/2016 10:06
158797,2C20,DONC,30/03/2016 09:52
153330,2C20,LEEDS,30/03/2016 09:59
155345,2C20,LEEDS,30/03/2016 09:59
150137,2C21,YORK,30/03/2016 10:11
150143,2C21,YORK,30/03/2016 10:11
150144,2C22,LEEDS,30/03/2016 10:29
150224,2C22,LEEDS,30/03/2016 10:29
142065,2C22,DONC,30/03/2016 10:52
158797,2C23,SCARBRO,30/03/2016 06:50
153330,2C23,KNRSBGH,30/03/2016 11:06
155345,2C23,KNRSBGH,30/03/2016 11:06
153358,2C24,LEEDS,30/03/2016 10:59
155346,2C24,LEEDS,30/03/2016 10:59
158843,2C24,DONC,30/03/2016 11:52
144001,2C25,YORK,30/03/2016 11:11
150275,2C25,YORK,30/03/2016 11:11
150137,2C26,LEEDS,30/03/2016 11:29
150143,2C26,LEEDS,30/03/2016 11:29
153358,2C27,KNRSBGH,30/03/2016 12:06
155346,2C27,KNRSBGH,30/03/2016 12:06
153330,2C28,LEEDS,30/03/2016 11:59
155345,2C28,LEEDS,30/03/2016 11:59
142065,2C29,BEVERLY,30/03/2016 09:00
150144,2C29,YORK,30/03/2016 12:11
150224,2C29,YORK,30/03/2016 12:11
37402,2C32,CARLILE,30/03/2016 05:15
KM03,2C32,CARLILE,30/03/2016 05:15
153316,2C33,LANCSTR,30/03/2016 11:23
153352,2C33,LANCSTR,30/03/2016 11:23
153304,2C34,MPRT,30/03/2016 06:46
153360,2C34,MPRT,30/03/2016 06:46
156469,2C35,BAROW,30/03/2016 06:51
158843,2C35,HULL,30/03/2016 10:18
156490,2C36,CARLILE,30/03/2016 07:37
142091,2C37,BAROW,30/03/2016 08:05
142091,2C38,SELAFLD,30/03/2016 09:06
156490,2C39,WHITHVN,30/03/2016 09:04
153304,2C41,BAROW,30/03/2016 09:20
153360,2C41,BAROW,30/03/2016 09:20
156469,2C42,CARLILE,30/03/2016 09:38
153316,2C43,MORCAME,30/03/2016 08:23
153352,2C43,MORCAME,30/03/2016 08:23
153316,2C43,MORCAME,30/03/2016 08:23
153352,2C43,MORCAME,30/03/2016 08:23
158797,2C43,HULL,30/03/2016 11:23
156490,2C44,CARLILE,30/03/2016 10:54
142091,2C45,BAROW,30/03/2016 10:10
153304,2C46,CARLILE,30/03/2016 12:08
37402,2C47,PRST,30/03/2016 10:04
KM03,2C47,PRST,30/03/2016 10:04
142065,2C49,HULL,30/03/2016 12:19
153316,2C52,BAROW,30/03/2016 10:09
153352,2C52,BAROW,30/03/2016 10:09
153330,2C57,KNRSBGH,30/03/2016 08:55
155345,2C57,KNRSBGH,30/03/2016 08:55
153358,2C67,KNRSBGH,30/03/2016 07:57
155346,2C67,KNRSBGH,30/03/2016 07:57
156454,2C70,MORCAME,30/03/2016 09:33
156454,2C71,LANCSTR,30/03/2016 09:51
156454,2C72,MORCAME,30/03/2016 10:08
156454,2C73,LANCSTR,30/03/2016 11:29
142093,2C74,LEEDS,30/03/2016 07:43
156454,2C74,MORCAME,30/03/2016 11:45
156454,2C75,LANCSTR,30/03/2016 12:04
156454,2C77,LANCSTR,30/03/2016 08:35
156454,2C78,MORCAME,30/03/2016 08:52
156454,2C79,LANCSTR,30/03/2016 09:15
142024,2D03,DLTN,30/03/2016 06:48
142064,2D05,SBRN,30/03/2016 07:54
156448,2D06,MDLSBRO,30/03/2016 07:04
142024,2D09,NUNTHRP,30/03/2016 08:29
142018,2D10,DLTN,30/03/2016 07:25
142089,2D11,SBRN,30/03/2016 09:30
142024,2D12,BSAUKLD,30/03/2016 07:17
142020,2D13,SBRN,30/03/2016 09:57
142089,2D14,DLTN,30/03/2016 08:31
142024,2D15,SBRN,30/03/2016 10:30
142020,2D16,BSAUKLD,30/03/2016 08:21
156448,2D17,WTBY,30/03/2016 08:48
142024,2D18,DLTN,30/03/2016 09:31
142064,2D19,SBRN,30/03/2016 10:57
142064,2D20,BSAUKLD,30/03/2016 09:26
142018,2D21,SBRN,30/03/2016 11:30
156448,2D22,MDLSBRO,30/03/2016 10:28
142089,2D23,SBRN,30/03/2016 11:57
142018,2D24,DLTN,30/03/2016 10:32
142089,2D26,DLTN,30/03/2016 10:53
142024,2D28,DLTN,30/03/2016 11:31
142020,2D30,BSAUKLD,30/03/2016 11:25
333006,2D36,BRADFS,30/03/2016 08:16
321901,2D37,ILKLEY,30/03/2016 08:24
333010,2D38,BRADFS,30/03/2016 08:46
333006,2D39,ILKLEY,30/03/2016 08:52
333015,2D40,BRADFS,30/03/2016 09:16
142005,2D40,MNCRPIC,30/03/2016 11:18
333010,2D41,ILKLEY,30/03/2016 09:21
142005,2D42,MNCRPIC,30/03/2016 07:17
142017,2D42,MNCRPIC,30/03/2016 07:17
333004,2D42,BRADFS,30/03/2016 09:46
142036,2D42,MNCRPIC,30/03/2016 12:17
333015,2D43,ILKLEY,30/03/2016 09:51
142036,2D44,MNCRPIC,30/03/2016 08:17
333008,2D44,BRADFS,30/03/2016 10:16
333004,2D45,ILKLEY,30/03/2016 10:21
150145,2D46,MNCRPIC,30/03/2016 09:17
333016,2D46,BRADFS,30/03/2016 10:46
333008,2D47,ILKLEY,30/03/2016 10:51
142014,2D48,MNCRPIC,30/03/2016 10:17
333007,2D48,BRADFS,30/03/2016 11:16
333016,2D49,ILKLEY,30/03/2016 11:21
333002,2D50,BRADFS,30/03/2016 11:46
333007,2D51,ILKLEY,30/03/2016 11:51
333014,2D52,BRADFS,30/03/2016 12:16
333002,2D53,ILKLEY,30/03/2016 12:21
156448,2D65,WTBY,30/03/2016 12:18
142018,2D98,SBRN,30/03/2016 08:30
155342,2E01,RCHDALE,30/03/2016 08:01
150226,2E03,RCHDALE,30/03/2016 09:01
158753,2E05,RCHDALE,30/03/2016 10:01
142087,2E07,RCHDALE,30/03/2016 11:01
153332,2E07,RCHDALE,30/03/2016 11:01
142087,2E07,RCHDALE,30/03/2016 11:01
153332,2E07,RCHDALE,30/03/2016 11:01
158758,2E09,RCHDALE,30/03/2016 12:01
158756,2E37,RCHDALE,30/03/2016 07:26
153378,2E39,RCHDALE,30/03/2016 08:30
155343,2E39,RCHDALE,30/03/2016 08:30
153378,2E39,RCHDALE,30/03/2016 08:30
155343,2E39,RCHDALE,30/03/2016 08:30
158757,2E41,RCHDALE,30/03/2016 09:30
158756,2E43,RCHDALE,30/03/2016 10:30
153378,2E45,RCHDALE,30/03/2016 11:31
155343,2E45,RCHDALE,30/03/2016 11:31
153378,2E45,RCHDALE,30/03/2016 11:31
155343,2E45,RCHDALE,30/03/2016 11:31
153378,2E45,RCHDALE,30/03/2016 11:31
155343,2E45,RCHDALE,30/03/2016 11:31
150223,2E72,ASHONUL,30/03/2016 08:07
150133,2E74,ASHONUL,30/03/2016 09:07
150223,2E76,ASHONUL,30/03/2016 10:07
150133,2E78,ASHONUL,30/03/2016 11:07
150223,2E80,ASHONUL,30/03/2016 12:07
142011,2F04,PRST,30/03/2016 08:43
142011,2F06,PRST,30/03/2016 10:08
150270,2F07,LEEDS,30/03/2016 08:00
144014,2F08,KNTNGLY,30/03/2016 08:15
142011,2F08,PRST,30/03/2016 11:15
144014,2F09,LEEDS,30/03/2016 09:00
142023,2F10,KNTNGLY,30/03/2016 09:15
142023,2F11,LEEDS,30/03/2016 10:00
142009,2F11,MNCROXR,30/03/2016 11:14
142013,2F11,MNCROXR,30/03/2016 11:14
150270,2F12,KNTNGLY,30/03/2016 10:13
150270,2F13,LEEDS,30/03/2016 11:00
142046,2F13,MNCROXR,30/03/2016 12:14
142048,2F13,MNCROXR,30/03/2016 12:14
144014,2F14,KNTNGLY,30/03/2016 11:15
150119,2F15,MNCROXR,30/03/2016 08:10
150142,2F15,MNCROXR,30/03/2016 08:10
144014,2F15,LEEDS,30/03/2016 12:00
142023,2F16,KNTNGLY,30/03/2016 12:13
142032,2F17,MNCROXR,30/03/2016 09:14
156421,2F17,MNCROXR,30/03/2016 09:14
142030,2F19,MNCROXR,30/03/2016 10:14
142047,2F19,MNCROXR,30/03/2016 10:14
319363,2F21,NWTNLW,30/03/2016 10:23
319379,2F23,WRGTNBQ,30/03/2016 11:51
319379,2F24,LVRPLSH,30/03/2016 08:48
319362,2F25,NWTNLW,30/03/2016 11:23
319383,2F26,LVRPLSH,30/03/2016 09:47
319379,2F28,LVRPLSH,30/03/2016 10:47
319379,2F29,MNCROXR,30/03/2016 07:27
319361,2F29,NWTNLW,30/03/2016 12:23
319383,2F30,LVRPLSH,30/03/2016 11:47
319363,2F31,ERLSTWN,30/03/2016 08:27
319383,2F33,MNCROXR,30/03/2016 08:23
319379,2F35,WRGTNBQ,30/03/2016 09:51
319362,2F37,NWTNLW,30/03/2016 09:23
319383,2F39,WRGTNBQ,30/03/2016 10:51
319380,2F50,LVRPLSH,30/03/2016 10:32
319378,2F52,LVRPLSH,30/03/2016 11:00
319380,2F53,WIGANNW,30/03/2016 09:31
319364,2F54,LVRPLSH,30/03/2016 11:32
319378,2F55,WIGANNW,30/03/2016 10:03
319367,2F56,LVRPLSH,30/03/2016 12:00
319364,2F58,LVRPLSH,30/03/2016 07:32
319380,2F59,WIGANNW,30/03/2016 07:31
319364,2F59,WIGANNW,30/03/2016 10:31
319367,2F60,LVRPLSH,30/03/2016 08:00
319367,2F61,WIGANNW,30/03/2016 11:03
319380,2F62,LVRPLSH,30/03/2016 08:32
319378,2F63,WIGANNW,30/03/2016 07:58
142023,2F63,WKFLDKG,30/03/2016 08:31
150270,2F64,KNTNGLY,30/03/2016 08:53
319378,2F64,LVRPLSH,30/03/2016 09:00
319364,2F65,WIGANNW,30/03/2016 08:31
150270,2F65,WKFLDKG,30/03/2016 09:31
319380,2F65,WIGANNW,30/03/2016 11:31
319364,2F66,LVRPLSH,30/03/2016 09:32
144014,2F66,KNTNGLY,30/03/2016 09:53
144014,2F67,WKFLDKG,30/03/2016 10:31
319378,2F67,WIGANNW,30/03/2016 12:03
319367,2F68,LVRPLSH,30/03/2016 10:00
142023,2F68,KNTNGLY,30/03/2016 10:53
319367,2F69,WIGANNW,30/03/2016 09:03
142023,2F69,WKFLDKG,30/03/2016 11:31
150270,2F70,KNTNGLY,30/03/2016 11:53
